DATO,DISTRIKTSTYPE,Bydel,Born,Famtype,Antal,FAMTYP
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,32,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,25,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,35,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,26,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,7,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,8,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,8,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,61,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,117,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,309,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,290,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,37,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,24,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,8,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,39,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,35,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,8,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,25,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,5,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,5,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,5,132
20160331,Bydele,Amager Øst,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,58,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,92,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,321,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,324,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,20,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,23,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,3,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,27,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,10,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,15,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,9,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,65,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,29,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,231,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,371,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,6,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,6,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,17,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,5,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,2,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,5,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,53,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,130,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,353,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,341,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,15,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,11,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,32,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,12,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,4,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,159,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,9,141
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,7,151
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,118,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,375,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,295,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,71,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,45,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,8,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,12,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,25,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,55,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,28,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,16,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,8,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,127,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,5,141
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,2,151
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,165,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,430,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,440,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,56,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,39,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,6,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,15,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,52,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,80,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,20,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,27,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,10,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,4,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Amager Øst,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,104,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,8,141
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,53,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,295,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,249,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,63,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,31,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,14,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,87,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,16,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,3,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,17,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,9,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,144,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,4,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,101,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,391,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,429,121
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,59,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,21,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,9,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,11,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,43,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,88,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,26,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,4,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,13,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,26,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,40,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,32,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,95,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,100,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,26,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,11,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,3,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,14,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,33,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,12,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,6,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,45,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,91,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,329,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,304,121
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,35,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,15,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,10,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,27,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,11,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,6,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,11,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,80,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,138,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,433,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,406,121
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,21,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,28,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,38,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,25,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,11,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,13,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,4,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,64,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,3,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,104,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,338,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,334,121
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,30,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,22,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,6,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,13,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,20,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,22,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,16,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,5,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,5,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,60,131
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,136,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,356,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,350,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,31,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,22,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,3,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,29,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,26,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,6,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,5,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,73,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,63,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,224,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,182,121
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,21,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,13,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,8,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,18,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,40,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,17,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,8,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,15,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Amager Øst,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,127,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,3,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,69,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,250,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,230,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,39,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,17,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,4,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,21,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,67,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,12,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,16,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,19,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,6,132
20160331,Bydele,Amager Øst,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,150,131
20160331,Bydele,Amager Øst,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Amager Øst,Familier uden børn,Par samlevende og samboende,44,171
20160331,Bydele,Amager Øst,Familier uden børn,Enlig mand,327,111
20160331,Bydele,Amager Øst,Familier uden børn,Enlig kvinde,284,121
20160331,Bydele,Amager Øst,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Amager Øst,Familier med 1 barn,Ægtepar og reg. partnere,59,132
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,20,162
20160331,Bydele,Amager Øst,Familier med 1 barn,Par samlevende og samboende,8,172
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig mand,12,112
20160331,Bydele,Amager Øst,Familier med 1 barn,Enlig kvinde,37,122
20160331,Bydele,Amager Øst,Familier med 2 børn,Ægtepar og reg. partnere,94,132
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,13,162
20160331,Bydele,Amager Øst,Familier med 2 børn,Par samlevende og samboende,8,172
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Amager Øst,Familier med 2 børn,Enlig kvinde,15,122
20160331,Bydele,Amager Øst,Familier med 3 børn,Ægtepar og reg. partnere,34,132
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Amager Øst,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Amager Øst,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Amager Øst,Familier med over 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Amager Øst,Familier med over 3 børn,Enlig kvinde,1,122
